run,task,word,number,answer,correct,responsetime,timestamp
3,11,Nuss,9,9,1,0:00:02.826000,0:08:09.604000
3,8,Kind,2,2,1,0:00:02.609000,0:08:19.400000
3,13,Quarz,7,7,1,0:00:02.389000,0:08:29.197000
3,5,Gans,5,5,1,0:00:02.608000,0:08:39.429000
3,14,Rot,6,6,1,0:00:04.258000,0:08:51.098000
3,2,Carl,8,8,1,0:00:02.049000,0:08:58.900000
3,10,Milch,0,0,1,0:00:02.199000,0:09:09.069000
3,7,Jagd,3,3,1,0:00:02.422000,0:09:19.304000
3,1,Bein,9,9,1,0:00:02.388000,0:09:29.287000
3,12,Pilz,8,8,1,0:00:02.670000,0:09:39.583000
3,16,Schuh,4,4,1,0:00:02.766000,0:09:49.695000
3,19,Wald,1,1,1,0:00:02.356000,0:09:59.303000
3,3,Dampf,7,7,1,0:00:03.204000,0:10:10.162000
3,6,Hemd,4,4,1,0:00:02.726000,0:10:19.706000
4,12,Pilz,8,8,1,0:00:02.876000,0:10:39.864000
4,6,Hemd,4,4,1,0:00:02.158000,0:10:49.163000
4,17,Taxi,3,3,1,0:00:02.563000,0:10:59.582000
4,9,Laub,1,1,1,0:00:02.153000,0:11:09.191000
4,20,Zink,0,0,1,0:00:02.440000,0:11:19.490000
4,19,Wald,1,1,1,0:00:02.528000,0:11:29.594000
4,18,Vers,2,2,1,0:00:02.437000,0:11:39.519000
4,8,Kind,2,2,1,0:00:03.901000,0:11:51
4,4,Fisch,6,6,1,0:00:02.375000,0:11:59.486000
4,11,Nuss,9,9,1,0:00:02.906000,0:12:10.032000
4,1,Bein,9,9,1,0:00:02.313000,0:12:19.454000
4,16,Schuh,4,4,1,0:00:03.028000,0:12:30.188000
4,13,Quarz,7,7,1,0:00:02.935000,0:12:40.109000
4,7,Jagd,3,3,1,0:00:02.467000,0:12:49.656000
4,15,Stern,5,5,1,0:00:03.435000,0:13:00.639000
4,2,Carl,8,8,1,0:00:02.467000,0:13:09.686000
4,14,Rot,6,6,1,0:00:02.998000,0:13:20.231000
4,5,Gans,5,5,1,0:00:03.026000,0:13:30.277000
4,3,Dampf,7,7,1,0:00:03.124000,0:13:40.388000
4,10,Milch,0,0,1,0:00:02.404000,0:13:49.686000
5,17,Taxi,3,3,1,0:00:02.733000,0:14:10.027000
5,5,Gans,5,5,1,0:00:02.139000,0:14:19.449000
5,15,Stern,5,5,1,0:00:03.419000,0:14:30.744000
5,9,Laub,1,1,1,0:00:02.137000,0:14:39.480000
5,19,Wald,1,1,1,0:00:02.544000,0:14:49.904000
5,16,Schuh,4,4,1,0:00:02.515000,0:14:59.886000
5,4,Fisch,6,6,1,0:00:01.982000,0:15:09.370000
5,12,Pilz,8,8,1,0:00:02.450000,0:15:19.851000
5,13,Quarz,7,7,1,0:00:02.546000,0:15:29.963000
5,8,Kind,2,2,1,0:00:02.637000,0:15:40.069000
5,10,Milch,0,0,1,0:00:02.231000,0:15:49.680000
5,1,Bein,9,9,1,0:00:02.203000,0:15:59.664000
5,20,Zink,0,0,1,0:00:03.794000,0:16:11.273000
5,11,Nuss,9,-1,0,0:00:05.007000,0:16:22.503000
5,7,Jagd,3,3,1,0:00:02.279000,0:16:29.803000
5,14,Rot,6,6,1,0:00:02.685000,0:16:40.225000
5,18,Vers,2,2,1,0:00:02.157000,0:16:49.711000
5,3,Dampf,7,7,1,0:00:02.997000,0:17:00.568000
5,6,Hemd,4,4,1,0:00:02.343000,0:17:09.929000
5,2,Carl,8,8,1,0:00:03.622000,0:17:21.221000
6,4,Fisch,6,6,1,0:00:02.389000,0:17:40.004000
6,10,Milch,0,0,1,0:00:02.421000,0:17:50.052000
6,18,Vers,2,2,1,0:00:02.265000,0:17:59.910000
6,6,Hemd,4,4,1,0:00:02.733000,0:18:10.393000
6,19,Wald,1,-1,0,0:00:05.006000,0:18:22.684000
6,14,Rot,6,6,1,0:00:02.605000,0:18:30.298000
6,3,Dampf,7,7,1,0:00:03.329000,0:18:41.035000
6,17,Taxi,3,3,1,0:00:02.794000,0:18:50.517000
6,1,Bein,9,9,1,0:00:02.575000,0:19:00.313000
6,15,Stern,5,5,1,0:00:03.048000,0:19:10.799000
6,16,Schuh,4,4,1,0:00:02.764000,0:19:20.533000
6,13,Quarz,7,7,1,0:00:02.854000,0:19:30.640000
6,8,Kind,2,2,1,0:00:02.823000,0:19:40.625000
6,7,Jagd,3,3,1,0:00:02.296000,0:19:50.110000
6,20,Zink,0,0,1,0:00:02.763000,0:20:00.594000
6,12,Pilz,8,8,1,0:00:02.605000,0:20:10.451000
6,2,Carl,8,8,1,0:00:02.328000,0:20:20.188000
6,11,Nuss,9,9,1,0:00:02.669000,0:20:30.545000
6,5,Gans,5,5,1,0:00:02.824000,0:20:40.717000
6,9,Laub,1,1,1,0:00:02.420000,0:20:50.325000
7,8,Kind,2,2,1,0:00:02.671000,0:21:10.605000
7,15,Stern,5,5,1,0:00:02.391000,0:21:20.342000
7,13,Quarz,7,7,1,0:00:02.544000,0:21:30.512000
7,5,Gans,5,5,1,0:00:02.515000,0:21:40.496000
7,10,Milch,0,0,1,0:00:02.046000,0:21:50.046000
7,11,Nuss,9,9,1,0:00:02.261000,0:22:00.276000
7,18,Vers,2,2,1,0:00:02.174000,0:22:10.202000
7,3,Dampf,7,7,1,0:00:02.325000,0:22:20.368000
7,1,Bein,9,9,1,0:00:02.733000,0:22:30.790000
7,7,Jagd,3,3,1,0:00:02.142000,0:22:40.214000
7,2,Carl,8,8,1,0:00:02.171000,0:22:50.261000
7,17,Taxi,3,3,1,0:00:02.952000,0:23:01.055000
7,20,Zink,0,0,1,0:00:02.421000,0:23:10.539000
7,16,Schuh,4,4,1,0:00:02.452000,0:23:20.586000
7,12,Pilz,8,8,1,0:00:02.296000,0:23:30.444000
7,6,Hemd,4,4,1,0:00:02.703000,0:23:40.868000
7,9,Laub,1,1,1,0:00:02.422000,0:23:50.602000
7,19,Wald,1,1,1,0:00:02.389000,0:24:00.587000
7,14,Rot,6,6,1,0:00:02.790000,0:24:11.006000
7,4,Fisch,6,6,1,0:00:02.201000,0:24:20.429000
