run,task,word,answer,correct,responsetime,timestamp
2,12,Paar,-1,0,0:00:05.009000,0:10:11.919000
2,10,Mond,-1,0,0:00:05.008000,0:10:21.934000
3,8,Kopf,-1,0,0:00:05.011000,0:10:41.952000
3,1,Baum,-1,0,0:00:05.009000,0:10:51.964000
3,12,Paar,-1,0,0:00:05.007000,0:11:01.978000
3,11,Nacht,-1,0,0:00:05.009000,0:11:11.996000
3,15,Stuhl,-1,0,0:00:05.005000,0:11:22.009000
3,4,Frau,-1,0,0:00:05.010000,0:11:32.025000
3,19,Wand,-1,0,0:00:05.006000,0:11:42.039000
3,17,Tisch,-1,0,0:00:05.009000,0:11:52.057000
3,20,Zelt,-1,0,0:00:05.008000,0:12:02.070000
3,14,Rock,-1,0,0:00:05.008000,0:12:12.086000
3,7,Jahr,-1,0,0:00:05.010000,0:12:22.102000
3,6,Herz,-1,0,0:00:05.003000,0:12:32.116000
3,16,Schrank,-1,0,0:00:05.006000,0:12:42.130000
3,13,Quark,-1,0,0:00:05.009000,0:12:52.149000
3,3,Dorf,-1,0,0:00:05.010000,0:13:02.163000
3,10,Mond,-1,0,0:00:05.005000,0:13:12.177000
3,9,Land,-1,0,0:00:05.008000,0:13:22.193000
3,2,Chip,-1,0,0:00:05.007000,0:13:32.209000
3,18,Vieh,-1,0,0:00:05.008000,0:13:42.223000
3,5,Geld,-1,0,0:00:05.012000,0:13:52.241000
4,11,Nacht,-1,0,0:00:05.004000,0:14:12.255000
4,2,Chip,-1,0,0:00:05.004000,0:14:22.267000
4,20,Zelt,-1,0,0:00:05.011000,0:14:32.286000
4,6,Herz,-1,0,0:00:05.010000,0:14:42.300000
4,1,Baum,-1,0,0:00:05.006000,0:14:52.314000
4,12,Paar,-1,0,0:00:05.006000,0:15:02.329000
4,18,Vieh,-1,0,0:00:05.008000,0:15:12.346000
4,8,Kopf,-1,0,0:00:05.008000,0:15:22.361000
4,13,Quark,-1,0,0:00:05.008000,0:15:32.377000
4,5,Geld,-1,0,0:00:05.008000,0:15:42.391000
4,15,Stuhl,-1,0,0:00:05.008000,0:15:52.405000
4,9,Land,-1,0,0:00:05.007000,0:16:02.421000
4,4,Frau,-1,0,0:00:05.008000,0:16:12.437000
4,14,Rock,-1,0,0:00:05.006000,0:16:22.450000
4,3,Dorf,-1,0,0:00:05.008000,0:16:32.467000
4,10,Mond,-1,0,0:00:05.007000,0:16:42.482000
4,7,Jahr,-1,0,0:00:05.009000,0:16:52.498000
4,19,Wand,-1,0,0:00:05.006000,0:17:02.513000
4,16,Schrank,-1,0,0:00:05.006000,0:17:12.527000
4,17,Tisch,-1,0,0:00:05.006000,0:17:22.542000
5,12,Paar,-1,0,0:00:05.012000,0:17:42.562000
5,8,Kopf,-1,0,0:00:05.007000,0:17:52.573000
5,17,Tisch,-1,0,0:00:05.009000,0:18:02.590000
5,5,Geld,-1,0,0:00:05.007000,0:18:12.604000
5,1,Baum,-1,0,0:00:05.011000,0:18:22.622000
5,20,Zelt,-1,0,0:00:05.009000,0:18:32.635000
5,11,Nacht,-1,0,0:00:05.005000,0:18:42.649000
5,10,Mond,-1,0,0:00:05.007000,0:18:52.665000
5,14,Rock,-1,0,0:00:05.007000,0:19:02.679000
5,4,Frau,-1,0,0:00:05.009000,0:19:12.696000
5,2,Chip,-1,0,0:00:05.007000,0:19:22.711000
5,19,Wand,-1,0,0:00:05.007000,0:19:32.726000
5,7,Jahr,-1,0,0:00:05.007000,0:19:42.744000
5,16,Schrank,-1,0,0:00:05.012000,0:19:52.762000
5,3,Dorf,-1,0,0:00:05.007000,0:20:02.773000
5,6,Herz,-1,0,0:00:05.008000,0:20:12.786000
5,13,Quark,-1,0,0:00:05.007000,0:20:22.802000
5,18,Vieh,-1,0,0:00:05.008000,0:20:32.818000
5,9,Land,-1,0,0:00:05.009000,0:20:42.835000
5,15,Stuhl,-1,0,0:00:05.009000,0:20:52.850000
6,20,Zelt,-1,0,0:00:05.007000,0:21:12.865000
6,3,Dorf,-1,0,0:00:05.008000,0:21:22.878000
6,16,Schrank,-1,0,0:00:05.010000,0:21:32.896000
6,15,Stuhl,-1,0,0:00:05.010000,0:21:42.911000
6,7,Jahr,-1,0,0:00:05.008000,0:21:52.924000
6,11,Nacht,-1,0,0:00:05.009000,0:22:02.940000
6,18,Vieh,-1,0,0:00:05.005000,0:22:12.954000
6,14,Rock,-1,0,0:00:05.008000,0:22:22.971000
6,4,Frau,-1,0,0:00:05.007000,0:22:32.986000
6,2,Chip,-1,0,0:00:05.009000,0:22:43.001000
6,5,Geld,-1,0,0:00:05.007000,0:22:53.016000
6,13,Quark,-1,0,0:00:05.009000,0:23:03.034000
6,19,Wand,-1,0,0:00:05.008000,0:23:13.045000
6,10,Mond,-1,0,0:00:05.005000,0:23:23.064000
6,6,Herz,-1,0,0:00:05.005000,0:23:33.077000
6,8,Kopf,-1,0,0:00:05.008000,0:23:43.092000
6,1,Baum,-1,0,0:00:05.008000,0:23:53.109000
6,12,Paar,-1,0,0:00:05.011000,0:24:03.125000
6,17,Tisch,-1,0,0:00:05.006000,0:24:13.140000
6,9,Land,-1,0,0:00:05.011000,0:24:23.155000
7,9,Land,-1,0,0:00:05.009000,0:24:43.168000
7,10,Mond,-1,0,0:00:05.004000,0:24:53.183000
7,16,Schrank,-1,0,0:00:05.007000,0:25:03.199000
7,15,Stuhl,-1,0,0:00:05.009000,0:25:13.215000
7,14,Rock,-1,0,0:00:05.007000,0:25:23.228000
7,2,Chip,-1,0,0:00:05.008000,0:25:33.246000
7,20,Zelt,-1,0,0:00:05.006000,0:25:43.259000
7,3,Dorf,-1,0,0:00:05.009000,0:25:53.276000
7,1,Baum,-1,0,0:00:05.009000,0:26:03.291000
7,13,Quark,-1,0,0:00:05.006000,0:26:13.305000
7,17,Tisch,-1,0,0:00:05.007000,0:26:23.320000
7,5,Geld,-1,0,0:00:05.007000,0:26:33.337000
7,18,Vieh,-1,0,0:00:05.011000,0:26:43.355000
7,8,Kopf,-1,0,0:00:05.008000,0:26:53.369000
7,7,Jahr,-1,0,0:00:05.009000,0:27:03.383000
7,19,Wand,-1,0,0:00:05.006000,0:27:13.397000
7,4,Frau,-1,0,0:00:05.007000,0:27:23.414000
7,6,Herz,-1,0,0:00:05.009000,0:27:33.428000
7,11,Nacht,-1,0,0:00:05.009000,0:27:43.444000
7,12,Paar,-1,0,0:00:05.009000,0:27:53.460000
